,index,r2,mse,pearson,pearson_pv,spearman,spearman_pv,jaccard,postprocess,trait,indice,fold,eval_mode,prr,archi,species_loss,func_loss
18,richness,-159.03006573266418,12090.287376902417,0.7777436112556917,4.575089976488911e-227,0.783280162140993,2.0066211860198023e-232,0.1572268856488766,opth_norm,,richness,3,extrapolation,False,mlp1,bce,msle
19,LNC_cwm,0.8594838592178763,0.4697363974012462,0.9311643441061205,0.0,0.9376792385485276,0.0,0.1572268856488766,opth_norm,LNC,cwm,3,extrapolation,False,mlp1,bce,msle
20,SLA_cwm,0.9417448599328477,0.5941246194216769,0.9779258183132427,0.0,0.9784157632429578,0.0,0.1572268856488766,opth_norm,SLA,cwm,3,extrapolation,False,mlp1,bce,msle
21,PLH_cwm,0.9451828201309693,4.797814931380338,0.9859207708242186,0.0,0.9853420265661976,0.0,0.1572268856488766,opth_norm,PLH,cwm,3,extrapolation,False,mlp1,bce,msle
22,LNC_fdis,0.7850277599182163,0.3440199968125993,0.9289622215473597,0.0,0.925411464377514,0.0,0.1572268856488766,opth_norm,LNC,fdis,3,extrapolation,False,mlp1,bce,msle
23,SLA_fdis,0.8828709783893833,0.17821608658695243,0.9569268365507775,0.0,0.9581679923340279,0.0,0.1572268856488766,opth_norm,SLA,fdis,3,extrapolation,False,mlp1,bce,msle
24,PLH_fdis,0.890866439755853,2.846937606950893,0.9678300019429262,0.0,0.9698127455849875,0.0,0.1572268856488766,opth_norm,PLH,fdis,3,extrapolation,False,mlp1,bce,msle
25,average,-21.960698430759862,1728.5026037915673,,,,,0.1572268856488766,opth_norm,,,3,extrapolation,False,mlp1,bce,msle
26,weighted,-57.78569499186495,,,,,,0.1572268856488766,opth_norm,,,3,extrapolation,False,mlp1,bce,msle
27,richness,1.0,0.0,1.0,0.0,1.0,0.0,0.28993874223260324,prr,,richness,3,extrapolation,False,mlp1,bce,msle
28,LNC_cwm,0.6218506419893173,1.2641289187336557,0.9177849097808815,0.0,0.9124703890003282,0.0,0.28993874223260324,prr,LNC,cwm,3,extrapolation,False,mlp1,bce,msle
29,SLA_cwm,0.8894429216472854,1.1275345321453631,0.9705126838244857,0.0,0.9749936729348411,0.0,0.28993874223260324,prr,SLA,cwm,3,extrapolation,False,mlp1,bce,msle
30,PLH_cwm,0.940148583980059,5.238431056300297,0.9808394830053727,0.0,0.9811312818550382,0.0,0.28993874223260324,prr,PLH,cwm,3,extrapolation,False,mlp1,bce,msle
31,LNC_fdis,0.5880172996782618,0.6592957639442691,0.9029892630057663,0.0,0.9007172397356787,0.0,0.28993874223260324,prr,LNC,fdis,3,extrapolation,False,mlp1,bce,msle
32,SLA_fdis,0.4904655998676162,0.7752752095454448,0.887009459253296,0.0,0.8754941701527977,0.0,0.28993874223260324,prr,SLA,fdis,3,extrapolation,False,mlp1,bce,msle
33,PLH_fdis,0.6662984239392116,8.705182569512976,0.9206739941497443,0.0,0.932031262920608,0.0,0.28993874223260324,prr,PLH,fdis,3,extrapolation,False,mlp1,bce,msle
34,average,0.7423176387288216,2.5385497214545722,,,,,0.28993874223260324,prr,,,3,extrapolation,False,mlp1,bce,msle
35,weighted,0.9136649205388715,,,,,,0.28993874223260324,prr,,,3,extrapolation,False,mlp1,bce,msle
36,richness,1.0,0.0,1.0,0.0,1.0,0.0,0.2728300574012872,norm_prr,,richness,3,extrapolation,False,mlp1,bce,msle
37,LNC_cwm,0.49526649323634175,1.6872915651909288,0.9135255516468354,0.0,0.9204406301831162,0.0,0.2728300574012872,norm_prr,LNC,cwm,3,extrapolation,False,mlp1,bce,msle
38,SLA_cwm,0.8829324548104802,1.193932598087966,0.9674244718627435,0.0,0.9692610013510345,0.0,0.2728300574012872,norm_prr,SLA,cwm,3,extrapolation,False,mlp1,bce,msle
39,PLH_cwm,0.9324401321293807,5.913105044917955,0.9736299935728315,0.0,0.9776870499670343,0.0,0.2728300574012872,norm_prr,PLH,cwm,3,extrapolation,False,mlp1,bce,msle
40,LNC_fdis,0.4075130623469766,0.9481566286203097,0.903926316026047,0.0,0.8979633532916019,0.0,0.2728300574012872,norm_prr,LNC,fdis,3,extrapolation,False,mlp1,bce,msle
41,SLA_fdis,0.556705703233416,0.6744884716845864,0.8973675819497471,0.0,0.8859133312048054,0.0,0.2728300574012872,norm_prr,SLA,fdis,3,extrapolation,False,mlp1,bce,msle
42,PLH_fdis,0.7331623687740666,6.96092096315117,0.8810600191703347,0.0,0.9011272959401397,0.0,0.2728300574012872,norm_prr,PLH,fdis,3,extrapolation,False,mlp1,bce,msle
43,average,0.715431459218666,2.482556467378988,,,,,0.2728300574012872,norm_prr,,,3,extrapolation,False,mlp1,bce,msle
44,weighted,0.9155692291285544,,,,,,0.2728300574012872,norm_prr,,,3,extrapolation,False,mlp1,bce,msle
