,auc,prauc,sensitivity,specificity,precision,f1,support,species,tss,fold,subset,postprocessing
0,0.9074588728053421,0.12199157754134901,0.8478260869565217,0.8445925477128143,0.9974955277280859,0.9146981627296588,46.0,Aceras.anthropophorum,0.6924186346693362,1,train,opth
1,0.8835410332226841,0.27671771457746946,0.8863636363636364,0.714943234120896,0.9957264957264957,0.8322914806215396,88.0,Achillea.collina,0.6013068704845324,1,train,opth
2,0.7554688931870738,0.48381284941285774,0.7339108910891089,0.6471051595116187,0.8842841765339075,0.7473277234478053,808.0,Achillea.millefolium,0.38101605060072763,1,train,opth
3,0.9038997830994644,0.2963618329407927,0.9024390243902439,0.7673926194797338,0.9984258166076347,0.8677954506584573,41.0,Achillea.nana,0.6698316438699776,1,train,opth
4,0.9418425479145949,0.5532057749142417,0.869281045751634,0.8941765810895429,0.9930458970792768,0.9410214168039539,153.0,Achillea.roseo.alba,0.763457626841177,1,train,opth
5,0.9313832182527768,0.13993932550837207,0.75,0.9231462023416391,0.9987008769080871,0.9594383775351014,16.0,Achnatherum.calamagrostis,0.673146202341639,1,train,opth
6,0.8610505106509493,0.23469763381199335,0.8589743589743589,0.7063616421184582,0.9903339191564148,0.8245838668373879,156.0,Acinos.alpinus,0.5653360010928172,1,train,opth
7,0.8251144339334757,0.14395535746735896,0.7714285714285715,0.7079646017699115,0.9931506849315068,0.8266524140388384,70.0,Acinos.arvensis,0.47939317319848307,1,train,opth
8,0.8470973969775647,0.032953073995927507,0.8888888888888888,0.5970641102456561,0.9994984954864594,0.7475618904726181,9.0,Aconitum.lycoctonum,0.48595299913454504,1,train,opth
9,0.9397986221515633,0.10617719618137487,0.8823529411764706,0.8660660660660661,0.9993069993069993,0.9279279279279279,17.0,Cacalia.leucophylla,0.7484190072425365,1,train,opth
10,0.7560248984754677,0.05294803553380245,0.5555555555555556,0.8190533253445177,0.9985390796201608,0.8999341672152732,9.0,Aegopodium.podagraria,0.37460888090007316,1,train,opth
11,0.883656833595029,0.22201710907207697,0.918918918918919,0.7027194066749073,0.9960578186596584,0.8240623301322704,111.0,Agrimonia.eupatoria,0.6216383255938263,1,train,opth
12,0.9030413929725785,0.3040754625106985,0.98,0.6809508914607445,0.9986238532110092,0.8097452110842477,150.0,Agrostis.alpina,0.6609508914607445,1,train,opth
13,0.8421954317312129,0.4553496110048104,0.7746913580246914,0.7621567978828978,0.9692890197728229,0.8533333333333334,324.0,Agrostis.capillaris,0.536848155907589,1,train,opth
14,0.9375790139064475,0.46059001127935595,0.912568306010929,0.8293299620733249,0.9939393939393939,0.9042039972432805,183.0,Agrostis.rupestris,0.7418982680842539,1,train,opth
15,0.9357863814401929,0.19432367708821124,0.9642857142857143,0.7345586019885507,0.999589995899959,0.8468218131295588,28.0,Agrostis.agrostiflora,0.698844316274265,1,train,opth
16,0.8454764734291652,0.23596579929060374,0.7894736842105263,0.7639962882771419,0.9903769045709703,0.8625807578138641,114.0,Agrostis.stolonifera,0.5534699724876684,1,train,opth
17,0.9511496721358417,0.21831388326145024,0.9047619047619048,0.8619963920625375,0.9993028929940746,0.9255851493139629,21.0,Ajuga.chamaepitys,0.7667582968244422,1,train,opth
18,0.8377159496457804,0.14770806897539868,0.7352941176470589,0.7558104437066103,0.9964186231595702,0.8595949193271541,34.0,Ajuga.genevensis,0.4911045613536693,1,train,opth
19,0.6953456159674243,0.009205900671292771,0.8888888888888888,0.49023730850105135,0.9987760097919217,0.6576667338303446,18.0,Ajuga.pyramidalis,0.37912619738994024,1,train,opth
20,0.8826841261522336,0.3000841494951845,0.9202453987730062,0.6953517587939698,0.9941625505163898,0.818333025318795,163.0,Ajuga.reptans,0.6155971575669761,1,train,opth
